full_ID,ID,year,date,month,season,river,site,sample,ref,type,10_0,12_0,13_0,14_0,16_0,17_0,18_0,19_0,20_0,10_0_2oh,11_0_2oh,11_0_3oh,11_0_anteiso,12_0_anteiso,12_0_3oh,12_1_3oh,13_0_anteiso,13_0_iso,13_0_2oh,13_1_at_12_13,14_0_anteiso,14_0_iso,14_0_iso_3oh,14_1_w5c,15_0_2oh,15_0_anteiso,15_0_iso,15_0_iso_3oh,15_1_iso_g,15_1_iso_w9c,15_1_w5c,15_1_w8c,16_0_anteiso,16_0_n_alcohol,16_0_iso,16_0_iso_3oh,16_0_2oh,16_1_2oh,16_1_iso_h,16_1_w5c,16_1_w7c_alcohol,16_1_w9c,16_1_w11c,17_0_anteiso,17_0_cyclo,17_0_iso,17_0_3oh,17_0_10_methyl,17_1_anteiso_a,17_1_anteiso_w9c,17_1_w6c,17_1_w8c,18_0_iso,18_0_2oh,18_1_2oh,18_1_w5c,18_1_w7c_11_methyl,18_1_w9c,18_3_w6c_6_9_12,19_0_anteiso,19_0_cyclo_w8c,19_0_iso,20_0_iso,20_1_w7c,20_1_w9c,20_4_w6_9_12_15c,20_2_w6_9c,x16_1_w7c_16_1_w6c,x17_1_iso_i_anteiso_b,x18_0_ante_18_2_w6_9c,x19_1_w11c_19_1_w9c,x19_1_w7c_19_1_w6c,x18_1_w7c_18_1_w6c,x16_0_10_methyl_17_1_iso_w9c
2021-05-12-5-PX-6,5-PX-6,2021,12/05/2021,May,spring,PX,PX6,sediment,15,relative,NA,0.15,NA,1.18,11.65,1.21,8.83,34.91,0.42,NA,NA,NA,NA,0.22,NA,NA,0.48,0.31,0.44,NA,0.49,0.41,NA,NA,NA,1.4,1.64,0.24,0.74,NA,0.38,NA,0.47,NA,0.95,0.34,NA,NA,0.98,0.84,0.3,0.37,NA,2.41,1.35,3.04,NA,NA,4.95,NA,NA,1.06,NA,NA,0.43,2.81,0.77,1.55,NA,NA,1.03,NA,0.82,NA,NA,1.42,NA,3.52,NA,0.43,NA,1.28,3.78,NA
2021-05-12-5-PX-6,5-PX-6,2021,12/05/2021,May,spring,PX,PX6,sediment,15,absolute,NA,4.30E-02,NA,0.338012031,3.337152678,0.346605557,2.529361215,10,0.120309367,NA,NA,NA,NA,6.30E-02,NA,NA,0.137496419,8.88E-02,0.126038384,NA,0.140360928,0.117444858,NA,NA,NA,0.401031223,0.469779433,6.87E-02,0.211973647,NA,0.108851332,NA,0.134631911,NA,0.27212833,9.74E-02,NA,NA,0.280721856,0.240618734,8.59E-02,0.105986823,NA,0.690346606,0.386708679,0.870810656,NA,NA,1.417931825,NA,NA,0.303637926,NA,NA,0.123173876,0.804926955,0.220567173,0.443998854,NA,NA,0.2950444,NA,0.234889716,NA,NA,0.406760241,NA,1.008307075,NA,0.123173876,NA,0.366657118,1.082784302,NA
2021-05-13-5-PX-4,5-PX-4,2021,13/05/2021,May,spring,PX,PX4,sediment,16,relative,NA,0.14,NA,1.34,21.48,1.09,10.47,15.16,0.32,NA,NA,0.2,NA,0.14,NA,NA,0.19,0.18,0.3,NA,0.39,0.54,NA,0.17,NA,1.75,2.05,0.65,0.65,NA,0.45,NA,0.37,0.09,0.9,0.27,0.22,NA,0.79,1.08,0.24,NA,NA,2.15,1.79,2.54,NA,NA,3.32,NA,NA,0.89,NA,NA,NA,0.99,0.62,2.1,NA,NA,1.15,NA,0.52,NA,0.4,1.02,NA,5.98,NA,0.65,NA,0.89,4.52,8.86
2021-05-13-5-PX-4,5-PX-4,2021,13/05/2021,May,spring,PX,PX4,sediment,16,absolute,NA,9.23E-02,NA,0.883905013,14.16886544,0.718997361,6.906332454,10,0.211081794,NA,NA,0.131926121,NA,9.23E-02,NA,NA,0.125329815,0.118733509,0.197889182,NA,0.257255937,0.356200528,NA,0.112137203,NA,1.154353562,1.352242744,0.428759894,0.428759894,NA,0.296833773,NA,0.244063325,5.94E-02,0.593667546,0.178100264,0.145118734,NA,0.521108179,0.712401055,0.158311346,NA,NA,1.418205805,1.180738786,1.675461741,NA,NA,2.189973615,NA,NA,0.58707124,NA,NA,NA,0.653034301,0.408970976,1.385224274,NA,NA,0.758575198,NA,0.343007916,NA,0.263852243,0.672823219,NA,3.944591029,NA,0.428759894,NA,0.58707124,2.981530343,5.844327177
2021-05-13-5-PX-5,5-PX-5,2021,13/05/2021,May,spring,PX,PX5,sediment,17,relative,NA,0.23,NA,1.91,13.59,1.07,5.74,19.21,0.51,NA,NA,0.27,NA,NA,NA,NA,0.2,0.19,0.53,NA,NA,0.66,0.18,NA,NA,1.71,2.23,2.93,0.73,NA,0.46,NA,0.4,NA,0.98,NA,NA,NA,0.85,1.99,0.25,NA,1.72,2.23,2.23,2.67,NA,NA,3.78,NA,NA,0.95,NA,NA,0.35,0.92,NA,2.59,0.69,NA,1.23,NA,0.56,NA,NA,1.02,NA,6,NA,1.02,NA,0.95,4.72,9.54
2021-05-13-5-PX-5,5-PX-5,2021,13/05/2021,May,spring,PX,PX5,sediment,17,absolute,NA,0.119729308,NA,0.994273816,7.074440396,0.557001562,2.988027069,10,0.265486726,NA,NA,0.140551796,NA,NA,NA,NA,0.104112441,9.89E-02,0.27589797,NA,NA,0.343571057,9.37E-02,NA,NA,0.890161374,1.160853722,1.525247267,0.380010411,NA,0.239458615,NA,0.208224883,NA,0.510150963,NA,NA,NA,0.442477876,1.035918792,0.130140552,NA,0.895366996,1.160853722,1.160853722,1.389901093,NA,NA,1.967725143,NA,NA,0.494534097,NA,NA,0.182196773,0.478917231,NA,1.348256117,0.359187923,NA,0.640291515,NA,0.291514836,NA,NA,0.530973451,NA,3.123373243,NA,0.530973451,NA,0.494534097,2.457053618,4.966163457
2021-05-13-5-PX-6,5-PX-6,2021,13/05/2021,May,spring,PX,PX6,sediment,18,relative,NA,0.14,NA,1.58,12.1,0.84,5.04,17.28,0.28,NA,NA,0.16,NA,NA,NA,0.16,0.36,0.16,0.38,NA,NA,0.83,NA,0.23,NA,2.24,3.01,0.61,0.96,NA,0.32,NA,0.49,NA,1.11,0.18,0.06,NA,0.81,2.34,0.27,0.89,NA,1.72,2.46,2.46,NA,NA,2.92,NA,NA,1.08,NA,0.21,0.2,1.92,0.82,3.25,NA,NA,1.19,3.89,0.58,0.13,0.38,1.43,NA,8.22,1.21,NA,NA,0.66,6,6.4
2021-05-13-5-PX-6,5-PX-6,2021,13/05/2021,May,spring,PX,PX6,sediment,18,absolute,NA,8.10E-02,NA,0.914351852,7.002314815,0.486111111,2.916666667,10,0.162037037,NA,NA,9.26E-02,NA,NA,NA,9.26E-02,0.208333333,9.26E-02,0.219907407,NA,NA,0.480324074,NA,0.133101852,NA,1.296296296,1.741898148,0.353009259,0.555555556,NA,0.185185185,NA,0.283564815,NA,0.642361111,0.104166667,3.47E-02,NA,0.46875,1.354166667,0.15625,0.515046296,NA,0.99537037,1.423611111,1.423611111,NA,NA,1.689814815,NA,NA,0.625,NA,0.121527778,0.115740741,1.111111111,0.474537037,1.880787037,NA,NA,0.688657407,2.251157407,0.335648148,7.52E-02,0.219907407,0.827546296,NA,4.756944444,0.700231481,NA,NA,0.381944444,3.472222222,3.703703704
2021-05-14-5-PX-4,5-PX-4,2021,14/05/2021,May,spring,PX,PX4,sediment,19,relative,NA,NA,NA,0.97,20.04,1.14,11.41,13.28,0.43,NA,NA,NA,NA,0.17,NA,NA,0.28,0.16,0.62,NA,0.51,0.5,0.15,NA,NA,1.67,2.03,1.3,0.77,NA,0.62,NA,0.34,NA,0.98,0.24,NA,NA,1.03,1.11,0.33,NA,NA,2.23,2.12,2.82,NA,NA,4.03,NA,NA,1.04,NA,NA,0.39,1.13,NA,1.95,NA,NA,1.19,NA,0.73,NA,0.47,0.79,NA,5.08,NA,0.6,NA,1.1,4.6,9.69
2021-05-14-5-PX-4,5-PX-4,2021,14/05/2021,May,spring,PX,PX4,sediment,19,absolute,NA,NA,NA,0.730421687,15.09036145,0.858433735,8.59186747,10,0.323795181,NA,NA,NA,NA,0.128012048,NA,NA,0.210843373,0.120481928,0.46686747,NA,0.384036145,0.376506024,0.112951807,NA,NA,1.25753012,1.528614458,0.978915663,0.579819277,NA,0.46686747,NA,0.256024096,NA,0.737951807,0.180722892,NA,NA,0.77560241,0.835843373,0.248493976,NA,NA,1.679216867,1.596385542,2.123493976,NA,NA,3.034638554,NA,NA,0.78313253,NA,NA,0.293674699,0.850903614,NA,1.468373494,NA,NA,0.896084337,NA,0.549698795,NA,0.353915663,0.594879518,NA,3.825301205,NA,0.451807229,NA,0.828313253,3.463855422,7.296686747
2021-05-14-5-PX-5,5-PX-5,2021,14/05/2021,May,spring,PX,PX5,sediment,20,relative,NA,0.11,NA,1.49,20.25,0.95,11.49,18.42,0.27,NA,NA,NA,NA,0.14,NA,NA,0.41,0.12,0.44,NA,0.5,0.53,0.12,NA,0.27,1.48,1.81,0.88,0.72,NA,0.37,NA,0.39,0.09,0.96,0.21,NA,NA,0.75,1.21,0.22,NA,NA,1.83,1.4,2.32,NA,NA,3.66,NA,NA,0.9,NA,NA,0.29,0.92,0.33,2.1,1.14,NA,0.8,NA,0.55,NA,NA,0.85,NA,5.82,NA,NA,NA,0.84,4.32,7.35
2021-05-14-5-PX-5,5-PX-5,2021,14/05/2021,May,spring,PX,PX5,sediment,20,absolute,NA,5.97E-02,NA,0.808903366,10.99348534,0.515743757,6.237785016,10,0.146579805,NA,NA,NA,NA,7.60E-02,NA,NA,0.222584148,6.51E-02,0.238870793,NA,0.271444083,0.287730727,6.51E-02,NA,0.146579805,0.803474484,0.982627579,0.477741585,0.390879479,NA,0.200868621,NA,0.211726384,4.89E-02,0.521172638,0.114006515,NA,NA,0.407166124,0.65689468,0.119435396,NA,NA,0.993485342,0.760043431,1.259500543,NA,NA,1.986970684,NA,NA,0.488599349,NA,NA,0.157437568,0.499457112,0.179153094,1.140065147,0.618892508,NA,0.434310532,NA,0.298588491,NA,NA,0.46145494,NA,3.159609121,NA,NA,NA,0.456026059,2.345276873,3.990228013
2021-05-14-5-PX-6,5-PX-6,2021,14/05/2021,May,spring,PX,PX6,sediment,21,relative,NA,0.35,NA,1.23,17.97,1.34,10.03,8.02,0.34,NA,0.25,NA,NA,0.28,NA,NA,0.3,0.28,0.45,NA,0.5,0.73,NA,NA,NA,1.67,2.42,2.23,0.91,NA,1.06,0.27,0.34,NA,0.96,0.35,NA,NA,1.06,1.71,0.32,0.74,NA,2.74,2.04,3.47,NA,NA,4.92,NA,NA,1.18,NA,NA,0.34,1.56,NA,2.65,NA,NA,1.11,NA,0.96,NA,0.46,1.28,NA,4.72,NA,NA,NA,1.01,5.03,10.45
2021-05-14-5-PX-6,5-PX-6,2021,14/05/2021,May,spring,PX,PX6,sediment,21,absolute,NA,0.436408978,NA,1.533665835,22.40648379,1.670822943,12.50623441,10,0.42394015,NA,0.311720698,NA,NA,0.349127182,NA,NA,0.374064838,0.349127182,0.561097257,NA,0.623441397,0.910224439,NA,NA,NA,2.082294264,3.017456359,2.780548628,1.134663342,NA,1.321695761,0.336658354,0.42394015,NA,1.197007481,0.436408978,NA,NA,1.321695761,2.132169576,0.399002494,0.922693267,NA,3.416458853,2.543640898,4.326683292,NA,NA,6.134663342,NA,NA,1.471321696,NA,NA,0.42394015,1.945137157,NA,3.304239401,NA,NA,1.3840399,NA,1.197007481,NA,0.573566085,1.596009975,NA,5.885286783,NA,NA,NA,1.259351621,6.271820449,13.02992519
2021-05-16-5-PX-4,5-PX-4,2021,16/05/2021,May,spring,PX,PX4,sediment,22,relative,NA,NA,NA,0.79,16.28,1.32,11.94,12.76,0.4,NA,0.13,NA,NA,NA,NA,NA,0.19,0.14,0.41,NA,0.45,0.5,NA,NA,0.36,1.42,1.67,1.46,0.65,NA,0.63,NA,0.46,NA,0.86,0.4,NA,NA,0.86,0.87,0.27,NA,NA,2.98,1.84,3.61,NA,NA,5.02,NA,NA,1.47,NA,NA,0.71,2.3,NA,1.61,1.04,NA,1.31,9.2,NA,NA,0.39,1.35,1.34,4.11,NA,0.69,NA,1.44,4.36,NA
2021-05-16-5-PX-4,5-PX-4,2021,16/05/2021,May,spring,PX,PX4,sediment,22,absolute,NA,NA,NA,0.619122257,12.75862069,1.034482759,9.357366771,10,0.313479624,NA,0.101880878,NA,NA,NA,NA,NA,0.148902821,0.109717868,0.321316614,NA,0.352664577,0.39184953,NA,NA,0.282131661,1.112852665,1.308777429,1.144200627,0.509404389,NA,0.493730408,NA,0.360501567,NA,0.673981191,0.313479624,NA,NA,0.673981191,0.681818182,0.211598746,NA,NA,2.335423197,1.44200627,2.829153605,NA,NA,3.934169279,NA,NA,1.152037618,NA,NA,0.556426332,1.802507837,NA,1.261755486,0.815047022,NA,1.026645768,7.210031348,NA,NA,0.305642633,1.05799373,1.05015674,3.221003135,NA,0.540752351,NA,1.128526646,3.4169279,NA
2021-05-16-5-PX-5,5-PX-5,2021,16/05/2021,May,spring,PX,PX5,sediment,23,relative,0.13,0.18,NA,1.28,18.51,1.39,13.88,14.11,0.38,NA,0.14,NA,NA,0.18,NA,NA,0.3,0.13,0.57,NA,0.6,0.58,NA,NA,0.44,1.4,1.8,1.84,0.63,0.15,0.83,NA,0.59,NA,0.84,0.59,NA,NA,0.96,1.04,0.29,NA,NA,3.17,1.81,3.73,NA,NA,5.06,NA,NA,1.17,NA,NA,0.53,2.61,NA,2.03,2.08,NA,1.44,NA,0.97,NA,NA,1.54,NA,4.43,NA,NA,NA,1.57,4.1,NA
2021-05-16-5-PX-5,5-PX-5,2021,16/05/2021,May,spring,PX,PX5,sediment,23,absolute,9.21E-02,0.1275691,NA,0.907158044,13.11835578,0.985116938,9.836995039,10,0.269312544,NA,9.92E-02,NA,NA,0.1275691,NA,NA,0.212615167,9.21E-02,0.403968816,NA,0.425230333,0.411055989,NA,NA,0.311835578,0.992204111,1.275690999,1.304039688,0.44649185,0.106307583,0.588235294,NA,0.418143161,NA,0.595322466,0.418143161,NA,NA,0.680368533,0.737065911,0.205527994,NA,NA,2.246633593,1.282778172,2.643515237,NA,NA,3.586109142,NA,NA,0.82919915,NA,NA,0.375620128,1.849751949,NA,1.43869596,1.474131821,NA,1.020552799,NA,0.687455705,NA,NA,1.091424522,NA,3.139617293,NA,NA,NA,1.112686038,2.905740609,NA
2021-05-16-5-PX-6,5-PX-6,2021,16/05/2021,May,spring,PX,PX6,sediment,24,relative,NA,0.09,NA,1.13,22.44,0.74,14.14,13.48,0.3,NA,0.08,NA,NA,NA,NA,NA,0.13,7.00E-02,0.28,NA,0.23,0.51,NA,NA,NA,1.75,2.3,0.81,0.6,NA,0.35,NA,0.31,0.1,1,0.22,0.17,NA,0.72,1.82,0.22,0.97,NA,1.27,1.47,1.69,0.74,NA,NA,1.99,NA,0.78,NA,NA,0.11,2.85,NA,2.92,1.24,NA,0.94,NA,0.53,NA,0.45,1.32,NA,5.89,0.6,NA,NA,0.4,5.32,4.55
2021-05-16-5-PX-6,5-PX-6,2021,16/05/2021,May,spring,PX,PX6,sediment,24,absolute,NA,6.68E-02,NA,0.838278932,16.64688427,0.548961424,10.48961424,10,0.222551929,NA,5.93E-02,NA,NA,NA,NA,NA,9.64E-02,5.19E-02,0.207715134,NA,0.170623145,0.378338279,NA,NA,NA,1.298219585,1.706231454,0.600890208,0.445103858,NA,0.259643917,NA,0.229970326,7.42E-02,0.741839763,0.163204748,0.12611276,NA,0.534124629,1.350148368,0.163204748,0.71958457,NA,0.942136499,1.090504451,1.253709199,0.548961424,NA,NA,1.476261128,NA,0.578635015,NA,NA,8.16E-02,2.114243323,NA,2.166172107,0.919881306,NA,0.697329377,NA,0.393175074,NA,0.333827893,0.979228487,NA,4.369436202,0.445103858,NA,NA,0.296735905,3.946587537,3.37537092
2021-05-20-5-MD-2,5-MD-2,2021,20/05/2021,May,spring,MD,MD2,sediment,28,relative,NA,0.15,NA,0.69,21.17,1.26,14.83,15.97,0.38,NA,0.12,NA,NA,0.17,NA,NA,0.25,0.15,0.45,NA,0.47,0.33,NA,NA,0.11,0.98,0.91,7.00E-02,0.48,0.13,0.33,NA,0.35,0.09,0.54,0.46,NA,NA,0.68,0.39,0.22,0.33,NA,2.73,1.27,3.16,NA,NA,5.17,NA,NA,1.1,NA,NA,0.56,1.53,NA,0.61,1.45,NA,0.87,10.89,NA,NA,NA,1.04,1.54,1.22,NA,0.25,NA,1.43,2.72,NA
2021-05-20-5-MD-2,5-MD-2,2021,20/05/2021,May,spring,MD,MD2,sediment,28,absolute,NA,9.39E-02,NA,0.432060113,13.2561052,0.788979336,9.286161553,10,0.237946149,NA,7.51E-02,NA,NA,0.106449593,NA,NA,0.156543519,9.39E-02,0.281778334,NA,0.294301816,0.206637445,NA,NA,6.89E-02,0.613650595,0.56981841,4.38E-02,0.300563557,8.14E-02,0.206637445,NA,0.219160927,5.64E-02,0.338134001,0.288040075,NA,NA,0.425798372,0.24420789,0.137758297,0.206637445,NA,1.709455229,0.795241077,1.978710081,NA,NA,3.237319975,NA,NA,0.688791484,NA,NA,0.350657483,0.958046337,NA,0.381966187,0.907952411,NA,0.544771446,6.819035692,NA,NA,NA,0.651221039,0.964308078,0.763932373,NA,0.156543519,NA,0.895428929,1.703193488,NA
2021-05-20-5-MD-3,5-MD-3,2021,20/05/2021,May,spring,MD,MD3,sediment,29,relative,NA,0.19,NA,1.54,17.82,1.01,12.65,15.22,0.45,NA,0.11,NA,NA,0.18,NA,NA,0.27,0.14,0.51,NA,0.47,0.66,NA,NA,0.44,1.89,2.03,1.49,0.56,0.12,0.57,NA,NA,NA,1.09,NA,0.17,NA,0.94,1.49,0.29,0.64,NA,1.91,1.33,2.43,NA,NA,3.23,NA,NA,0.89,NA,NA,0.3,2.2,NA,2.09,NA,NA,1.16,NA,0.73,NA,NA,1.56,NA,5.12,NA,0.69,NA,0.85,4.92,7.66
2021-05-20-5-MD-3,5-MD-3,2021,20/05/2021,May,spring,MD,MD3,sediment,29,absolute,NA,0.124835742,NA,1.011826544,11.70827858,0.663600526,8.311432326,10,0.295663601,NA,7.23E-02,NA,NA,0.11826544,NA,NA,0.17739816,9.20E-02,0.335085414,NA,0.308804205,0.433639947,NA,NA,0.289093298,1.241787122,1.333771353,0.978975033,0.367936925,7.88E-02,0.374507227,NA,NA,NA,0.716162943,NA,0.111695138,NA,0.61760841,0.978975033,0.190538765,0.420499343,NA,1.254927727,0.873850197,1.596583443,NA,NA,2.122207622,NA,NA,0.584756899,NA,NA,0.197109067,1.445466491,NA,1.373193167,NA,NA,0.762155059,NA,0.479632063,NA,NA,1.024967148,NA,3.363994744,NA,0.453350854,NA,0.55847569,3.232588699,5.032851511
2021-05-20-5-MD-4,5-MD-4,2021,20/05/2021,May,spring,MD,MD4,sediment,30,relative,NA,0.17,NA,1.2,27.73,1.23,17.58,13.11,0.31,NA,0.09,NA,NA,0.13,NA,NA,0.31,0.06,0.34,NA,0.42,0.43,NA,NA,0.2,1.48,1.34,0.84,0.39,0.13,0.37,NA,0.35,0.09,0.79,0.47,0.43,NA,0.6,0.89,0.17,0.64,NA,2.47,1.48,2.95,NA,NA,4.18,NA,NA,1.19,NA,NA,0.5,1.55,NA,1.83,1.46,NA,1,NA,0.57,NA,NA,1.45,NA,2.74,NA,NA,NA,0.98,3.36,NA
2021-05-20-5-MD-4,5-MD-4,2021,20/05/2021,May,spring,MD,MD4,sediment,30,absolute,NA,0.129672006,NA,0.915331808,21.15179252,0.938215103,13.40961098,10,0.236460717,NA,6.86E-02,NA,NA,9.92E-02,NA,NA,0.236460717,4.58E-02,0.259344012,NA,0.320366133,0.327993898,NA,NA,0.152555301,1.12890923,1.022120519,0.640732265,0.297482838,9.92E-02,0.282227307,NA,0.266971777,6.86E-02,0.60259344,0.358504958,0.327993898,NA,0.457665904,0.678871091,0.129672006,0.488176964,NA,1.884057971,1.12890923,2.250190694,NA,NA,3.188405797,NA,NA,0.907704043,NA,NA,0.381388253,1.182303585,NA,1.395881007,1.113653699,NA,0.762776506,NA,0.434782609,NA,NA,1.106025934,NA,2.090007628,NA,NA,NA,0.747520976,2.562929062,NA
2021-09-03-9-PX-4,9-PX-4,2021,3/09/2021,September,summer,PX,PX4,sediment,31,relative,NA,0.1,NA,1.72,21.48,0.8,10.78,11.8,0.29,NA,0.12,0.15,NA,NA,NA,NA,0.24,0.14,0.37,NA,0.43,0.89,NA,0.18,NA,2.38,2.84,0.55,0.62,NA,0.3,NA,0.45,NA,1.38,0.1,NA,NA,0.62,1.89,0.19,NA,NA,1.52,1.5,1.99,NA,NA,2.32,NA,NA,0.93,NA,NA,0.2,1.39,0.81,2.6,NA,NA,1.14,NA,0.55,0.16,0.41,1.34,NA,7.33,NA,1.36,NA,0.6,6.73,6.3
2021-09-03-9-PX-4,9-PX-4,2021,3/09/2021,September,summer,PX,PX4,sediment,31,absolute,NA,8.47E-02,NA,1.457627119,18.20338983,0.677966102,9.13559322,10,0.245762712,NA,0.101694915,0.127118644,NA,NA,NA,NA,0.203389831,0.118644068,0.313559322,NA,0.36440678,0.754237288,NA,0.152542373,NA,2.016949153,2.406779661,0.466101695,0.525423729,NA,0.254237288,NA,0.381355932,NA,1.169491525,8.47E-02,NA,NA,0.525423729,1.601694915,0.161016949,NA,NA,1.288135593,1.271186441,1.686440678,NA,NA,1.966101695,NA,NA,0.788135593,NA,NA,0.169491525,1.177966102,0.686440678,2.203389831,NA,NA,0.966101695,NA,0.466101695,0.13559322,0.347457627,1.13559322,NA,6.211864407,NA,1.152542373,NA,0.508474576,5.703389831,5.338983051
2021-09-03-9-PX-5,9-PX-5,2021,3/09/2021,September,summer,PX,PX5,sediment,32,relative,NA,0.15,7.00E-02,1.42,19.89,0.79,9.67,7.18,0.31,NA,0.09,NA,NA,0.15,NA,NA,0.26,0.12,0.28,NA,0.35,0.76,NA,0.15,NA,2.51,3.32,0.89,0.58,NA,0.43,NA,0.28,0.06,1.58,0.12,0.17,NA,0.54,1.96,0.16,0.86,NA,1.49,1.94,1.76,0.5,0.42,1.75,NA,NA,0.92,0.76,NA,0.14,2.01,1.19,3.33,1.16,0.52,1.4,NA,0.41,NA,0.61,1.15,0.78,6.3,1.05,2.14,NA,0.41,7.77,5.01
2021-09-03-9-PX-5,9-PX-5,2021,3/09/2021,September,summer,PX,PX5,sediment,32,absolute,NA,0.208913649,9.75E-02,1.977715877,27.70194986,1.100278552,13.46796657,10,0.431754875,NA,0.125348189,NA,NA,0.208913649,NA,NA,0.362116992,0.167130919,0.389972145,NA,0.487465181,1.058495822,NA,0.208913649,NA,3.495821727,4.623955432,1.239554318,0.807799443,NA,0.598885794,NA,0.389972145,8.36E-02,2.200557103,0.167130919,0.236768802,NA,0.752089136,2.729805014,0.222841226,1.197771588,NA,2.075208914,2.701949861,2.451253482,0.69637883,0.584958217,2.437325905,NA,NA,1.281337047,1.058495822,NA,0.194986072,2.799442897,1.657381616,4.637883008,1.615598886,0.724233983,1.949860724,NA,0.571030641,NA,0.849582173,1.601671309,1.086350975,8.774373259,1.462395543,2.980501393,NA,0.571030641,10.82172702,6.977715877
2021-09-03-9-PX-6,9-PX-6,2021,3/09/2021,September,summer,PX,PX6,sediment,33,relative,NA,0.11,NA,1.17,22.66,0.9,13.35,12.96,0.41,NA,NA,0.14,NA,0.13,NA,NA,0.27,0.11,0.35,NA,0.4,0.52,NA,0.18,NA,1.52,2.02,0.95,0.52,NA,0.48,NA,0.33,NA,0.91,0.32,NA,NA,0.61,1.04,0.19,0.47,NA,2.17,1.25,2.5,NA,NA,NA,3.18,NA,0.9,NA,NA,0.54,1.48,0.56,2.07,NA,NA,1.31,NA,0.63,0.15,NA,0.83,NA,3.71,NA,1.11,NA,1.02,4.25,9.32
2021-09-03-9-PX-6,9-PX-6,2021,3/09/2021,September,summer,PX,PX6,sediment,33,absolute,NA,8.49E-02,NA,0.902777778,17.4845679,0.694444444,10.30092593,10,0.316358025,NA,NA,0.108024691,NA,0.100308642,NA,NA,0.208333333,8.49E-02,0.270061728,NA,0.308641975,0.401234568,NA,0.138888889,NA,1.172839506,1.558641975,0.733024691,0.401234568,NA,0.37037037,NA,0.25462963,NA,0.702160494,0.24691358,NA,NA,0.470679012,0.802469136,0.146604938,0.362654321,NA,1.674382716,0.964506173,1.929012346,NA,NA,NA,2.453703704,NA,0.694444444,NA,NA,0.416666667,1.141975309,0.432098765,1.597222222,NA,NA,1.010802469,NA,0.486111111,0.115740741,NA,0.640432099,NA,2.862654321,NA,0.856481481,NA,0.787037037,3.279320988,7.191358025
2021-09-04-9-MD-2,9-MD-2,2021,4/09/2021,September,summer,MD,MD2,sediment,34,relative,NA,0.2,NA,1.71,21.29,1.16,12.53,11.58,0.48,NA,0.11,NA,NA,0.23,NA,NA,0.51,0.13,0.48,NA,0.66,0.62,7.00E-02,NA,NA,1.95,2.05,1.28,0.48,0.12,0.74,NA,0.54,0.11,1.13,0.25,NA,NA,0.81,1.08,0.24,0.58,NA,2.61,1.17,2.64,NA,NA,3.88,NA,NA,0.73,NA,NA,0.4,2.09,NA,1.89,1.27,NA,1.24,NA,0.77,NA,NA,1.09,NA,2.98,NA,0.77,NA,1.09,3.46,8.81
2021-09-04-9-MD-2,9-MD-2,2021,4/09/2021,September,summer,MD,MD2,sediment,34,absolute,NA,0.172711572,NA,1.476683938,18.3851468,1.001727116,10.82037997,10,0.414507772,NA,9.50E-02,NA,NA,0.198618307,NA,NA,0.440414508,0.112262522,0.414507772,NA,0.569948187,0.535405872,6.04E-02,NA,NA,1.683937824,1.77029361,1.105354059,0.414507772,0.103626943,0.639032815,NA,0.466321244,9.50E-02,0.97582038,0.215889465,NA,NA,0.699481865,0.932642487,0.207253886,0.500863558,NA,2.25388601,1.010362694,2.279792746,NA,NA,3.350604491,NA,NA,0.630397237,NA,NA,0.345423143,1.804835924,NA,1.632124352,1.09671848,NA,1.070811744,NA,0.664939551,0,NA,0.941278066,NA,2.573402418,NA,0.664939551,NA,0.941278066,2.98791019,7.607944732
2021-09-04-9-MD-3,9-MD-3,2021,4/09/2021,September,summer,MD,MD3,sediment,35,relative,NA,0.13,7.00E-02,1.77,16.62,1.09,5.84,8.67,0.32,NA,NA,NA,NA,0.24,NA,0.13,0.66,0.09,NA,7.00E-02,0.77,0.95,NA,0.27,NA,3.3,3.68,1.02,0.73,NA,0.56,NA,0.41,0.22,2.06,0.26,NA,NA,0.82,2.19,0.3,NA,NA,1.95,1.28,2.43,0.61,NA,NA,2.63,1.13,1.15,1.43,NA,0.2,1.27,0.98,3.39,NA,NA,1.26,NA,0.42,0.16,0.45,0.92,NA,7.46,1.31,2.52,NA,0.85,7.08,5.88
2021-09-04-9-MD-3,9-MD-3,2021,4/09/2021,September,summer,MD,MD3,sediment,35,absolute,NA,0.14994233,8.07E-02,2.041522491,19.16955017,1.257208766,6.735870819,10,0.369088812,NA,NA,NA,NA,0.276816609,NA,0.14994233,0.761245675,0.103806228,NA,8.07E-02,0.888119954,1.095732411,NA,0.311418685,NA,3.806228374,4.244521338,1.176470588,0.841983852,NA,0.645905421,NA,0.47289504,0.253748558,2.376009227,0.29988466,NA,NA,0.945790081,2.525951557,0.346020761,NA,NA,2.249134948,1.476355248,2.802768166,0.703575548,NA,NA,3.033448674,1.303344867,1.326412918,1.649365629,NA,0.230680507,1.464821223,1.130334487,3.910034602,NA,NA,1.453287197,NA,0.484429066,0.184544406,0.519031142,1.061130334,NA,8.60438293,1.510957324,2.906574394,NA,0.980392157,8.166089965,6.78200692
